7.020115676006667693e-02,1.080333901087588977e-01,2.424978370676467848e-02,-2.063385733663346266e-02,6.235034124250626170e-02,1.012450032394041355e-01,-2.985543308393713915e-02,2.162863434032072096e-01,4.788084439962409129e-03,4.661076307641332656e-02
9.657394880316221009e-02,2.075185739940491741e-02,1.314803818383143419e-01,1.871247056105201367e-01,-5.535465790443749867e-02,7.359166012918007260e-02,1.606350953101861809e-02,1.396675466895527518e-01,5.333806404611306923e-02,-3.134600334132775501e-02
2.251480985872782170e-01,3.012185917609260799e-01,-7.557229501831879380e-03,1.435983955573807286e-02,-1.655942537289196437e-01,2.037854180846377095e-01,-4.749085209608623626e-02,-1.266823483690427375e-02,-4.308578023235781068e-02,-1.107329724657751396e-01
-9.911546116812498808e-02,9.276969149292271788e-02,3.109606018687604070e-02,-4.658039094801085661e-02,8.501259723650431838e-03,-3.235706097374779072e-02,-5.866832782754949176e-03,-1.050540016860453257e-01,-9.250995310628946922e-02,-1.388262027785842068e-01
7.721053261704445558e-02,-1.535169609343607078e-01,-2.044975236091336242e-03,-1.170153272944400580e-01,-9.338493546010781521e-02,-1.683157251597517355e-04,6.021856989464864640e-02,7.406552184826978302e-02,-2.658225387978977450e-01,-1.312142655331506313e-01
4.418923265822565644e-02,1.070874381044047419e-01,9.475587369858567977e-02,-5.068580613601485901e-02,2.080056386918904821e-02,2.971164760770289570e-01,1.282979418612210931e-01,2.437025788170025381e-02,1.945431096010847086e-02,-2.814403174287485876e-02
5.489557503007537476e-02,1.287810596041550903e-01,-7.160643549985747092e-02,9.800554386668328122e-02,-2.881047581493455939e-02,-4.176919353136990948e-02,5.368588441224673644e-03,-3.473905796206393920e-02,-3.598793352422974268e-02,-2.246425252358695210e-02
1.486088468368039484e-01,-1.093076316649931462e-01,1.379036003098722263e-01,3.311941608710978341e-02,1.040718474496834245e-01,1.829463229745362796e-01,-1.673297124212074286e-02,5.070628057334956862e-02,-2.938550392351099161e-01,2.105960742987523782e-01
-8.907539491043793556e-02,-5.180299897282614890e-02,-2.236214294866719493e-02,7.568658115445006662e-02,-7.924578350031173668e-02,5.268638226681046643e-02,-8.829603918082234992e-02,-7.252590334493815016e-02,-8.816308782298162144e-03,-7.653755913749745073e-03
-1.383324713302498399e-01,-3.879816282693031998e-02,5.500910722176616599e-03,9.566337413786764332e-02,2.736797903827960232e-02,-1.141253404390742965e-01,-7.836043903631428886e-02,-3.516904648251326787e-02,1.086156486549455097e-01,-1.947480977986122130e-01
-4.840472018677640514e-02,7.983158829530907774e-02,7.566423169981084662e-02,-1.505366494065249645e-02,1.286231599197387200e-02,7.965716480961497481e-02,2.236806203681622751e-01,2.623803936227102340e-02,-9.825969336186821113e-02,-3.429792512963936169e-02
-1.760409992742891037e-03,-2.963064270788377114e-02,-1.304379308811614568e-01,5.294345604750567286e-02,2.201447026962038978e-01,3.766923576622560610e-02,-2.745103501812738017e-02,5.071182627304486601e-03,8.245576561467714283e-02,-1.607238561431404422e-01
2.540169622171346564e-01,1.357666881910510881e-01,4.719800659561701472e-02,6.381854341891134499e-03,-1.618214718347545378e-01,1.216804785041572801e-01,-1.045769781563030965e-01,2.559750133285710882e-01,2.010615369939594277e-01,-3.370011267201885596e-01
